,audio_path,transcripts,tag
31,segments_16k/UTBDPnrVWRg_00322787_00322983.wav,chỉ là chuyện nhỏ thôi mà,Yes
32,segments_16k/UTBDPnrVWRg_00324737_00325005.wav,chỉ cần cậu thấy vui là mình cũng thấy vui rồi,Yes
33,segments_16k/UTBDPnrVWRg_00354991_00355211.wav,biến đi đồ xấu xa,Yes
34,segments_16k/UTBDPnrVWRg_00356715_00357023.wav,mình đã đánh đổi hết bọn chúng đi rồi nè,Yes
35,segments_16k/UTBDPnrVWRg_00362221_00362391.wav,mình đang nghĩ cách đây nè,Yes
36,segments_16k/UTBDPnrVWRg_00373529_00373819.wav,đó có thể coi là thiên đường của loài mèo,Yes
37,segments_16k/UTBDPnrVWRg_00374161_00374529.wav,nhưng mình nhưng mình chắc chắn là hai cậu có thể cùng nhau vượt qua,Yes
38,segments_16k/UTBDPnrVWRg_00377409_00377763.wav,chúc hai cậu luôn mạnh khỏe và hạnh phúc,Yes
39,segments_16k/UTBDPnrVWRg_00380419_00380615.wav,trời ơi đừng có chọc mình như vậy mà,Yes
40,segments_16k/UTBDPnrVWRg_00388385_00388491.wav,nè Nobita,Yes
41,segments_16k/UTBDPnrVWRg_00391819_00392041.wav,mình biết cậu đang lén lút làm một chuyện gì đó,Yes
42,segments_16k/UTBDPnrVWRg_00392183_00392503.wav,thì cậu cũng không nên tùy tiện cho động vật hoang dã ăn như vậy đâu,Yes
43,segments_16k/UTBDPnrVWRg_00410493_00410729.wav,không không em không thể ăn bông hoa này đâu,Yes
44,segments_16k/UTBDPnrVWRg_00410729_00410887.wav,nhưng mà nó đẹp có đúng không,Yes
45,segments_16k/UTBDPnrVWRg_00411839_00412053.wav,quà của anh tặng em thật sự rất đẹp,Yes
46,segments_16k/UTBDPnrVWRg_00418521_00418675.wav,đây không phải là con chồn đâu,Yes
47,segments_16k/UTBDPnrVWRg_00420255_00420371.wav,khi chưa xin phép đâu,Yes
48,segments_16k/UTBDPnrVWRg_00425637_00425768.wav,đừng có làm phiền mình nữa,Yes
49,segments_16k/UTBDPnrVWRg_00438603_00438922.wav,ý em muốn nói là có thể dựa vào anh có đúng không nè,Yes
50,segments_16k/UTBDPnrVWRg_00473243_00473441.wav,thế kỷ thứ tám kỷ nguyên nara,Yes
51,segments_16k/UTBDPnrVWRg_00473972_00474237.wav,đó là thời đại có từ rất xưa rất xưa rồi biết chưa,Yes
52,segments_16k/UTBDPnrVWRg_00477772_00478091.wav,cho nên cậu có thể mua những món đồ ngày xưa với giá rất rẻ,Yes
53,segments_16k/UTBDPnrVWRg_00481610_00481889.wav,nhưng mà cái máy này cần phải có phim mới chụp được,Yes
54,segments_16k/UTBDPnrVWRg_00483717_00483963.wav,tại sao cuộc đời mình lại chán như vậy chứ,Yes
55,segments_16k/UTBDPnrVWRg_00484821_00484995.wav,bây giờ mình đi mua bánh rán đi,Yes
56,segments_16k/UTBDPnrVWRg_00487449_00488047.wav,có cách rồi mình sẽ đi mượn trước tiền của mọi người,No
57,segments_16k/UTBDPnrVWRg_00514050_00514239.wav,mình chỉ đi về tương lai một chút xíu,Yes
58,segments_16k/UTBDPnrVWRg_00517822_00517970.wav,mình không thể ngủ được,No
59,segments_16k/UTBDPnrVWRg_00519024_00519364.wav,bây giờ mình sẽ đưa cậu đến một khu cắm trại vô cùng tuyệt vời luôn,Yes
60,segments_16k/UTBDPnrVWRg_00520664_00520866.wav,bây giờ tụi mình qua rủ Shizuka đi chung,Yes
61,segments_16k/UTBDPnrVWRg_00525162_00525448.wav,chúng ta chọn một chỗ nào có ít người hơn đi nha,Yes
62,segments_16k/UTBDPnrVWRg_00546774_00546936.wav,các cậu chờ mình một chút,Yes
63,segments_16k/UTBDPnrVWRg_00546936_00547120.wav,bấm nút này là được ngay,Yes
64,segments_16k/UTBDPnrVWRg_00549076_00549348.wav,sẽ được chuyển trực tiếp về thùng rác trong phòng của cậu luôn á,Yes
65,segments_16k/UTBDPnrVWRg_00556274_00556542.wav,công nhận ở đây có nhiều người lên cắm trại quá ha,Yes
66,segments_16k/UTBDPnrVWRg_00586070_00586326.wav,mình chỉ biết là nó sẽ làm biến mất hết tất cả,Yes
67,segments_16k/UTBDPnrVWRg_00592378_00592820.wav,bảo bối này là dùng để lưu trữ rác thải trong vùng ngăn cách giữa khoảng không thời gian và không gian,Yes
68,segments_16k/UTBDPnrVWRg_00608216_00608476.wav,mình đã nhìn thấy bộ quần áo này ở đâu rồi thì phải,Yes
69,segments_16k/UTBDPnrVWRg_00619586_00619788.wav,chiếc váy cậu mặc đẹp,Yes
70,segments_16k/UTBDPnrVWRg_00694772_00695072.wav,mình nghĩ con ếch đó chắc chắn là bé Mi biến thành,Yes
71,segments_16k/UTBDPnrVWRg_00700538_00700920.wav,chúng ta về nhà đi nha Mi ơi,Yes
72,segments_16k/UTBDPnrVWRg_00711332_00712586.wav,cậu đang làm cái gì vậy thì mình thấy nhìn nó đâu có giống như bé mi chút xíu nào đâu có thể bề ngoài cô ấy là một con rùa nhưng bên trong chính là bé mi mình nói có đúng không hả bé mi,No
73,segments_16k/UTBDPnrVWRg_00715468_00715748.wav,bé mi ơi chúng ta hẹn hò nha,Yes
74,segments_16k/UTBDPnrVWRg_00721082_00721512.wav,và đây chính là món quà đặc biệt nhất,Yes
75,segments_16k/UTBDPnrVWRg_00721678_00721828.wav,thịt cá ngừ đại dương,Yes
76,segments_16k/UTBDPnrVWRg_00721828_00722084.wav,mình phải để dành tiền cả năm mới mua cho cậu đó,Yes
77,segments_16k/UTBDPnrVWRg_00724946_00725158.wav,hay chơi bài hay là nghịch sợi len,Yes
78,segments_16k/UTBDPnrVWRg_00725400_00725710.wav,ô hay là cùng tụi mình bên lò sưởi cho thoải mái nha,Yes
79,segments_16k/UTBDPnrVWRg_00726572_00726896.wav,có vẻ như sở thích của cậu ấy cũng đã thay đổi mất rồi,Yes
80,segments_16k/UTBDPnrVWRg_00732546_00732792.wav,chúng ta ở trên đây là tuyệt đối an toàn,Yes
81,segments_16k/UTBDPnrVWRg_00744804_00745246.wav,công viên sinh vật kỳ bí và tiếng sáo hi vọng,Yes
82,segments_16k/UTBDPnrVWRg_00748710_00749064.wav,mình sẽ làm việc thật chăm chỉ và sẽ mua thiệt nhiều bánh rán luôn,Yes
83,segments_16k/UTBDPnrVWRg_00761914_00762082.wav,mình phải đo bằng được,Yes
84,segments_16k/UTBDPnrVWRg_00801770_00802082.wav,con có thể ở lại đây lâu hơn một chút nữa được không,Yes
85,segments_16k/UTBDPnrVWRg_00802082_00802276.wav,bác không cần phải trả tiền cho con,Yes
86,segments_16k/UTBDPnrVWRg_00806708_00806932.wav,nếu vậy con không thể lấy được đâu bác ơi,Yes
87,segments_16k/UTBDPnrVWRg_00815730_00816002.wav,đó là mèo chứ không phải là gấu trúc đâu nha,Yes
88,segments_16k/UTBDPnrVWRg_00832734_00832878.wav,mình cám ơn các cậu,Yes
89,segments_16k/g9b8pzVu0ng_00048772_00048976.wav,à hay là chúng ta dùng cái này thử đi,Yes
90,segments_16k/g9b8pzVu0ng_00049574_00049800.wav,nguyên tắc hoạt động của nó chính là,Yes
91,segments_16k/g9b8pzVu0ng_00049800_00050112.wav,nếu như cậu và người mình thích đi chung một cây dù trong vòng năm phút,Yes
92,segments_16k/g9b8pzVu0ng_00050112_00050336.wav,thì chắc chắn đối phương sẽ có tình cảm với cậu,Yes
93,segments_16k/HKAZsL-umus_00004996_00005330.wav,nếu trước đó kế hoạch bảo vệ động vật quý hiếm được phát động rộng rãi hơn,Yes
94,segments_16k/HKAZsL-umus_00005330_00005554.wav,thì loài chó sói nhật bản đã không bị tuyệt chủng,Yes
95,segments_16k/HKAZsL-umus_00005664_00005984.wav,cho nên việc bảo tồn động vật quý hiếm thật sự rất quan trọng,Yes
96,segments_16k/HKAZsL-umus_00006644_00006890.wav,nếu như có một ngày chúng ta đang đi dạo trong rừng,Yes
97,segments_16k/HKAZsL-umus_00008166_00008368.wav,cho dù đối thủ có to lớn cỡ nào,Yes
98,segments_16k/HKAZsL-umus_00008368_00008620.wav,thì mình chắc chắn tôi không thể nào làm hại được nó hết,Yes
99,segments_16k/HKAZsL-umus_00009460_00009796.wav,nhưng vấn đề là cậu sẽ không dễ tìm ra được động vật quý hiếm đâu,Yes
100,segments_16k/HKAZsL-umus_00032339_00032594.wav,không phải nãy giờ mẹ đang chờ cậu về để la sao,Yes
101,segments_16k/HKAZsL-umus_00036978_00037162.wav,nobita thật là quá đáng,Yes
102,segments_16k/HKAZsL-umus_00046088_00046270.wav,sẽ gây ra nhiều chuyện phiền phức lắm đó,Yes
103,segments_16k/HKAZsL-umus_00053517_00053786.wav,a đó là sinh vật quý hiếm cần được bảo tồn nobita,No
104,segments_16k/HKAZsL-umus_00066270_00066608.wav,mình đã nói trước với cậu là chuyện này sẽ rất phiền phức rồi mà,Yes
105,segments_16k/HKAZsL-umus_00066608_00066902.wav,không ngờ Jaian lại ra tay nặng với mình như vậy,Yes
106,segments_16k/HKAZsL-umus_00067228_00067582.wav,mình nghĩ bây giờ chắc đã có một đám người bu lại còn lâu mẹ mới về được,Yes
107,segments_16k/HKAZsL-umus_00068342_00068610.wav,đám nhà báo đó sẽ không dễ gì tha cho cậu đâu,Yes
108,segments_16k/HKAZsL-umus_00085832_00086016.wav,sao mình không tìm được nó vậy ta,Yes
109,segments_16k/HKAZsL-umus_00137182_00137406.wav,cậu phải tự thân vận động từ con số không như vậy,Yes
110,segments_16k/HKAZsL-umus_00137406_00137568.wav,thì mới có giá trị được chứ,Yes
111,segments_16k/HKAZsL-umus_00138758_00138940.wav,số máy móc mình đang để trước bàn cậu,Yes
112,segments_16k/HKAZsL-umus_00138940_00139062.wav,không được phép đụng tới đâu nha,Yes
113,segments_16k/HKAZsL-umus_00140292_00140442.wav,cái đó không phải là của mình,Yes
114,segments_16k/HKAZsL-umus_00143170_00143378.wav,em bé của nobita,Yes
115,segments_16k/HKAZsL-umus_00174580_00174790.wav,mình cảm thấy không an tâm về cái máy đó,Yes
116,segments_16k/HKAZsL-umus_00174790_00175004.wav,cho nên mình mới tranh thủ làm xong việc để về,Yes
117,segments_16k/HKAZsL-umus_00175130_00175402.wav,mà người của cửa hàng bách hoá tương lai đã tới lấy nó chưa,Yes
118,segments_16k/HKAZsL-umus_00176856_00177042.wav,xin lỗi vì đã không tin cậu,Yes
119,segments_16k/HKAZsL-umus_00178072_00178278.wav,cái mình cần đặt không phải là cái máy đó,Yes
120,segments_16k/HKAZsL-umus_00178380_00178618.wav,nhưng mà cửa hàng bách hoá lại giao cái này cho mình,Yes
121,segments_16k/HKAZsL-umus_00178848_00179050.wav,sau khi bán ra họ mới phát hiện có lỗi,Yes
122,segments_16k/HKAZsL-umus_00179188_00179502.wav,cho nên họ đã thu hồi và giờ tạm ngừng không bán hàng đó nữa,Yes
123,segments_16k/HKAZsL-umus_00181086_00181312.wav,không biết là thiết kế bị sai sót ở chỗ nào,Yes
124,segments_16k/HKAZsL-umus_00181886_00182344.wav,những sinh vật siêu năng lực đó có thể sử dụng cảm ứng tâm linh để chi phối con người,Yes
125,segments_16k/HKAZsL-umus_00185658_00186112.wav,cho nên nếu bây giờ chúng xuất hiện ở đây thì chắc chắn chỉ trong chớp mắt sẽ phá hủy cả thế giới,Yes
126,segments_16k/HKAZsL-umus_00186340_00186614.wav,nhưng mà cậu không cần phải sợ hãi tới như vậy đâu,Yes
127,segments_16k/HKAZsL-umus_00187508_00187668.wav,họ vẫn chưa lấy nó đi sao,Yes
128,segments_16k/HKAZsL-umus_00187668_00187816.wav,vậy thì mình hiểu rồi,Yes
129,segments_16k/yfSxPuJJD98_00010380_00010694.wav,trò chơi sẽ niêm phông hoàn toàn khu vực mà những người chơi đang ở,Yes
130,segments_16k/yfSxPuJJD98_00013006_00013352.wav,một câu hỏi sẽ được đưa ra và nếu trả lời đúng thì cửa sẽ mở ra,Yes
131,segments_16k/yfSxPuJJD98_00069904_00070122.wav,cậu đã làm xong hết bài tập hè hay chưa,Yes
132,segments_16k/yfSxPuJJD98_00077146_00077340.wav,các sự cố xảy ra ở trong tương lai,Yes
133,segments_16k/yfSxPuJJD98_00078006_00078170.wav,thấy dây xanh dây đỏ này hông,Yes
134,segments_16k/yfSxPuJJD98_00080280_00080482.wav,cậu hãy bấm vào cái nút màu cam đi,Yes
135,segments_16k/yfSxPuJJD98_00082814_00083020.wav,hãy cắt sợi dây bằng cái kéo này đi nhanh lên,Yes
136,segments_16k/yfSxPuJJD98_00095370_00095554.wav,tại sao mình lại bị đánh ké,Yes
137,segments_16k/yfSxPuJJD98_00100382_00100562.wav,chút nữa tụi mình tính sau nha chịu hông,Yes
138,segments_16k/yfSxPuJJD98_00127520_00127724.wav, bây giờ đâu phải là lúc để cậu lo chuyện đó chứ,Yes
139,segments_16k/yfSxPuJJD98_00132230_00132422.wav,giờ đã tới lúc thử vận may rồi,Yes
140,segments_16k/yfSxPuJJD98_00132422_00132700.wav,hãy dùng trực giác của bạn để tránh những thảm họa,Yes
141,segments_16k/yfSxPuJJD98_00134932_00135166.wav,cậu đã có nhiều thứ để viết vào nhật ký,Yes
142,segments_16k/yfSxPuJJD98_00139434_00139650.wav,chắc lúc đó cậu xấu hổ lắm ha,Yes
143,segments_16k/yfSxPuJJD98_00141284_00141396.wav,nobita à,Yes
144,segments_16k/yfSxPuJJD98_00142422_00142866.wav,sẽ làm cho vị trí ngôi nhà và vị trí cửa các phòng sẽ thay đổi như một mê cung vậy,Yes
145,segments_16k/yfSxPuJJD98_00143916_00144134.wav,kết cấu căn nhà bị thay đổi nên vậy á,Yes
146,segments_16k/yfSxPuJJD98_00144380_00144620.wav,không biết cậu có lòng can đảm thoát ra được không,Yes
147,segments_16k/yfSxPuJJD98_00151168_00151318.wav,trời cái gì mà nhiều vòng quá vậy,Yes
148,segments_16k/yfSxPuJJD98_00151666_00151890.wav,như vậy mà cậu còn vui được hả nobita,Yes
149,segments_16k/yfSxPuJJD98_00151890_00152082.wav,nếu như chúng ta vĩnh viễn không thoát ra được,Yes
150,segments_16k/yfSxPuJJD98_00155100_00155318.wav,khoan khoan chờ mình với,Yes
151,segments_16k/yfSxPuJJD98_00160376_00160540.wav,nobita từ từ chờ mình với,Yes
152,segments_16k/yfSxPuJJD98_00175506_00175650.wav,cậu mau chui qua đi,Yes
153,segments_16k/yfSxPuJJD98_00176358_00176530.wav,được rồi mời cậu qua trước,Yes
154,segments_16k/yfSxPuJJD98_00176940_00177114.wav,mình mắc tè quá đi à,No
155,segments_16k/yfSxPuJJD98_00177114_00177308.wav,vụ này là mình bó tay thiệt rồi,Yes
156,segments_16k/yfSxPuJJD98_00177630_00177892.wav,chắc là do chúng ta đang ở trong ngôi nhà mê cung,Yes
157,segments_16k/yfSxPuJJD98_00196994_00197268.wav,mừng quá mọi thứ đã trở lại như cũ,Yes
158,segments_16k/yfSxPuJJD98_00204172_00204456.wav,để mình coi hình như có bảo bối này nè,Yes
159,segments_16k/yfSxPuJJD98_00205223_00205432.wav,lập tức cậu sẽ có một chuyến mạo hiểm,Yes
160,segments_16k/yfSxPuJJD98_00209898_00210092.wav,không biết cậu ấy đã chạy đi đâu nữa,Yes
161,segments_16k/yfSxPuJJD98_00210934_00211160.wav,sao chạy lên đó được vậy trời,Yes
162,segments_16k/yfSxPuJJD98_00211719_00211996.wav,chỉ cần ba uống trà này là sẽ được mạo hiểm ngay,Yes
163,segments_16k/yfSxPuJJD98_00213182_00213423.wav, ba uống càng nhiều thì rắc rối sẽ càng lớn,Yes
164,segments_16k/yfSxPuJJD98_00254417_00254758.wav,nếu như mẹ vào nhà ngay bây giờ thì mẹ phải vận động thể chất rất nhiều đó,Yes
165,segments_16k/yfSxPuJJD98_00258678_00258902.wav,mẹ ơi hình như sàn nhà đang chuyển động kìa,Yes
166,segments_16k/yfSxPuJJD98_00263974_00264140.wav,một khi đã bật ngôi nhà rèn luyện,Yes
167,segments_16k/yfSxPuJJD98_00319804_00319990.wav,đây là trò chơi thịnh hành ở tương lai đó,Yes
168,segments_16k/yfSxPuJJD98_00320120_00320478.wav,đầu tiên cậu đưa cái máy này nhắm vào Jaian rồi sau đó nhấn nút mục tiêu,Yes
169,segments_16k/yfSxPuJJD98_00320922_00321102.wav,bây giờ trò chơi có thể bắt đầu,Yes
170,segments_16k/yfSxPuJJD98_00322470_00322788.wav,cái máy này hay ở chỗ là biến người thật trở thành nhân vật chính trong game,Yes
171,segments_16k/yfSxPuJJD98_00322788_00323126.wav,và người đó bắt buộc phải đánh bại những con quái vật xuất hiện từ khắp nơi,Yes
172,segments_16k/yfSxPuJJD98_00323918_00324266.wav,chỉ cần đạp lên đầu quá vật là có thể tiêu diệt được nó và được tính điểm,Yes
173,segments_16k/yfSxPuJJD98_00324386_00324598.wav,cái máy này còn làm xuất hiện nhiều bảo bối khác,Yes
174,segments_16k/yfSxPuJJD98_00324940_00325230.wav,và cậu cũng có thể dùng những thứ này để tấn công quái vật luôn,Yes
175,segments_16k/yfSxPuJJD98_00327014_00327192.wav,công nhận cậu là thiên tài đó nha,Yes
176,segments_16k/yfSxPuJJD98_00328216_00328450.wav,cùng lắm thì chỉ hơi đau như kiến cắn thôi à,Yes
177,segments_16k/yfSxPuJJD98_00330156_00330396.wav,nhưng tiếc quá gậy ông đập lưng ông rồi,Yes
178,segments_16k/7pbyr9QvOC0_00017840_00018482.wav,nếu như bây giờ cậu bước vào trong cái máy này và tưởng tượng ra một con vật nào đó thì cậu có thể biến thành chính con vật,Yes
179,segments_16k/7pbyr9QvOC0_00021744_00023940.wav,nobita à con kiểm tra giúp mẹ xem có thư mới gửi tới nhà mình không con đi thôi đây chính là giây phút để cậu thể hiện sự thông minh của mình đó cứ để cho mình lo meo đã để mẹ đợi được rồi cảm ơn con nha,No
180,segments_16k/7pbyr9QvOC0_00027882_00030172.wav,đành chịu thôi phải tìm người khác nuôi nó vậy mà chuyện này chắc sẽ khó lắm đây con chào cô cô có muốn nhận nuôi mèo không ạ nhìn con mèo này không được dễ thương cho lắm dạ không sao con này là mẫu thôi chừng nào mà cô thích con sẽ mang tới cho cô một con dễ thương hơn nhiều xin lỗi con nha nhưng cô không có thích nuôi mèo,No
181,segments_16k/7pbyr9QvOC0_00087456_00087732.wav,hôm nay mình cũng đã có hẹn chơi với mấy bạn mèo rồi,Yes
182,segments_16k/7pbyr9QvOC0_00107864_00108130.wav,mình đã rất lo lắng cho cậu nên mới tới đây,Yes
183,segments_16k/wVAPCZ9yR1Q_00014228_00014438.wav,nếu vậy thì cho mình xin lỗi,Yes
184,segments_16k/wVAPCZ9yR1Q_00017406_00017872.wav,mình sẽ làm được mong là bạn ấy giữ được quyết tâm đừng có cái kiểu đầu voi đuôi chuột,Yes
185,segments_16k/wVAPCZ9yR1Q_00030145_00030330.wav,bây giờ bạn muốn được như vậy chứ,Yes
186,segments_16k/wVAPCZ9yR1Q_00038170_00038466.wav,mình sẽ trừ khử hết những thứ cản trở việc học,Yes
187,segments_16k/wVAPCZ9yR1Q_00041330_00041502.wav,shizuka ơi mau chạy trốn đi,No
188,segments_16k/wVAPCZ9yR1Q_00044938_00045074.wav,trong vòng ba mươi phút,Yes
189,segments_16k/wVAPCZ9yR1Q_00045886_00046026.wav,nếu như không nghe lời,Yes
190,segments_16k/wVAPCZ9yR1Q_00046958_00047262.wav,đúng vậy chỉ cần làm bài tập thôi,Yes
191,segments_16k/wVAPCZ9yR1Q_00048748_00048918.wav,giờ chỉ còn có hai mươi phút,Yes
192,segments_16k/wVAPCZ9yR1Q_00049936_00050080.wav,giờ thì còn mời phút,Yes
193,segments_16k/wVAPCZ9yR1Q_00054198_00054374.wav,từ ba giây tới ba mươi phút,Yes
194,segments_16k/wVAPCZ9yR1Q_00056014_00056308.wav,bản thân người bị bắn sẽ không biết xảy ra chuyện gì đâu,Yes
195,segments_16k/wVAPCZ9yR1Q_00060394_00060690.wav,chắc là đem cây súng dịch chuyển thời gian đi chơi rồi,Yes
196,segments_16k/wVAPCZ9yR1Q_00067690_00067814.wav,cảm ơn món bánh này nha,No
197,segments_16k/wVAPCZ9yR1Q_00090990_00091214.wav,tại vì hồi nãy mình có công chuyện gấp,Yes
198,segments_16k/wVAPCZ9yR1Q_00092196_00092380.wav,bánh rán sao mà ngon quá,Yes
199,segments_16k/wVAPCZ9yR1Q_00094168_00094362.wav,thì bạn không thể nào gỡ được đâu,Yes
200,segments_16k/wVAPCZ9yR1Q_00095640_00095886.wav,nói là không bày trò nhưng sao mình nghi quá,Yes
201,segments_16k/wVAPCZ9yR1Q_00134976_00135234.wav,dekisugi thì nói là nhìn thấy nobita đi bộ trên trời,Yes
202,segments_16k/6OVr_CHz4hw_00031616_00031864.wav,shizuka ơi thay vì chơi ở trong căn phòng nhỏ này,Yes
203,segments_16k/6OVr_CHz4hw_00031877_00032148.wav,tại sao cậu không chơi ở một không gian rộng lớn hơn chút hả,Yes
204,segments_16k/6OVr_CHz4hw_00076768_00077074.wav,jaian trở thành gấu trúc,Yes
205,segments_16k/6OVr_CHz4hw_00086732_00087006.wav,cậu muốn mình giúp cho jaian dễ thương hơn á,Yes
206,segments_16k/6OVr_CHz4hw_00087892_00088122.wav,jaian đã khiến cho cậu phải khóc bao nhiêu lần rồi,Yes
207,segments_16k/6OVr_CHz4hw_00090290_00090560.wav,nếu mà như vậy thì chắc có lẽ là mình sẽ làm được,Yes
208,segments_16k/6OVr_CHz4hw_00091466_00091614.wav,và đương nhiên sau khi mặc xong,Yes
209,segments_16k/6OVr_CHz4hw_00091614_00091786.wav,cậu sẽ trở nên dễ thương hơn rất nhiều,Yes
210,segments_16k/6OVr_CHz4hw_00123506_00123854.wav,tuy là jaian xấu tính mà cậu ấy dễ thương quá chừng,Yes
211,segments_16k/6OVr_CHz4hw_00141900_00142100.wav,vậy là cuối cùng cậu đã hiểu rõ mọi chuyện,Yes
212,segments_16k/6OVr_CHz4hw_00167852_00168322.wav,chắc là trên đường tới đây cậu đã nói con chó trước khi nói bộ điều khiển trò chơi mới rồi,Yes
213,segments_16k/6OVr_CHz4hw_00178280_00178480.wav,suneo đã lấy chiếc khăn quà tặng sao,Yes
214,segments_16k/6OVr_CHz4hw_00188130_00188280.wav,nó rớt trong tấm vải này ra á,No
215,segments_16k/6OVr_CHz4hw_00192244_00192468.wav,dù sao thì chúng ta phải mau lấy cái khăn đó lại,Yes
216,segments_16k/6OVr_CHz4hw_00197124_00197318.wav,cậu ấy đang cầm khăn quà tặng cho nên sẽ,Yes
217,segments_16k/6OVr_CHz4hw_00217066_00217306.wav,rồi cậu cứ như vậy mà đi về không nói tiếng nào hay sao,Yes
218,segments_16k/6OVr_CHz4hw_00224142_00224454.wav,nhớ đừng chạm vào ai khác ngoài mục tiêu của cậu nha,Yes
219,segments_16k/6OVr_CHz4hw_00247734_00247848.wav,nobita bên này,Yes
220,segments_16k/6OVr_CHz4hw_00248269_00248502.wav,cậu cũng qua đây xếp hàng với mình đi nobita,Yes
221,segments_16k/6OVr_CHz4hw_00250938_00251088.wav,mau bỏ cái đai đen ra trước đi,Yes
222,segments_16k/6OVr_CHz4hw_00258266_00258414.wav,cậu mau đeo đai đen vào đi,Yes
223,segments_16k/6OVr_CHz4hw_00263368_00263500.wav,ở trên người con chó,Yes
224,segments_16k/6OVr_CHz4hw_00301402_00301646.wav,chỉ cần chúng ta biến lời nói dối đó trở thành sự thật,Yes
225,segments_16k/6OVr_CHz4hw_00315716_00316098.wav,nếu jaian không có ý định giải nghệ thì có lẽ trên đời này không ai có thể ép được,Yes
226,segments_16k/6OVr_CHz4hw_00324664_00324816.wav,sẽ có động lực cho cậu ấy hát tiếp,Yes
227,segments_16k/6OVr_CHz4hw_00326152_00326340.wav,chúng ta hãy dùng micro khuếch đại,Yes
228,segments_16k/6OVr_CHz4hw_00326356_00326660.wav,nếu như chúng ta dùng cái micro khuếch đại này trong suốt buổi biểu diễn,Yes
229,segments_16k/6OVr_CHz4hw_00326660_00327016.wav,thì những tiếng vỗ tay thưa thớt cũng sẽ trở nên to hơn và dồn dập hơn,Yes
