,audio_path,transcripts,tag
47,segments_16k/oHa6LlO0hO8_00057955_00058120.wav,đó là con sứa đỏ,Yes
48,segments_16k/oHa6LlO0hO8_00059734_00059908.wav,vậy thì đâu còn gì hay nữa đâu,Yes
49,segments_16k/oHa6LlO0hO8_00062664_00062854.wav,đó chắc là đại lục atla,Yes
50,segments_16k/oHa6LlO0hO8_00069596_00069880.wav,hai con đó chẳng có điểm nào dễ thương hết trơn,Yes
51,segments_16k/oHa6LlO0hO8_00083862_00084132.wav,bình chứa gas làm đông mây,Yes
52,segments_16k/oHa6LlO0hO8_00095448_00095632.wav,có thể nhìn từ trên trời xuống đất,Yes
53,segments_16k/oHa6LlO0hO8_00095954_00096090.wav,trước tiên mình phải đi tìm,Yes
54,segments_16k/oHa6LlO0hO8_00097524_00097770.wav,mình chỉ cần bỏ bản vẽ vào trong máy,Yes
55,segments_16k/oHa6LlO0hO8_00098484_00098670.wav,cho đến khi nào hoàn thành thì thôi,Yes
56,segments_16k/oHa6LlO0hO8_00104618_00104830.wav,bây giờ gắn vòi nước vào đám mày này,Yes
57,segments_16k/oHa6LlO0hO8_00105420_00105550.wav,giờ cho đầy nước nóng,Yes
58,segments_16k/oHa6LlO0hO8_00106678_00106868.wav,bây giờ tụi mình vừa tắm bồn nè,Yes
59,segments_16k/oHa6LlO0hO8_00108164_00108411.wav,nếu như mình nói không được bạn có chịu không,Yes
60,segments_16k/oHa6LlO0hO8_00108948_00109314.wav,mình muốn nhờ mỗi người tự suy nghĩ và xây dựng một cái bồn tắm riêng,Yes
61,segments_16k/oHa6LlO0hO8_00109314_00109554.wav,chắc chắn tụi mình sẽ có được nhiều bồn tắm hay,Yes
62,segments_16k/oHa6LlO0hO8_00111383_00111540.wav,bảo đảm bạn sẽ thích liền,Yes
63,segments_16k/oHa6LlO0hO8_00113976_00114316.wav,vậy thì các bạn hãy xây dựng kiểu bồn tắm mà mình thích đi,Yes
64,segments_16k/oHa6LlO0hO8_00114316_00114526.wav,nhớ là đông cứng mây cho cẩn thận,Yes
65,segments_16k/oHa6LlO0hO8_00126380_00126506.wav,tới giờ ăn rồi,Yes
66,segments_16k/PXiXBmCGUmA_00003408_00005674.wav,có phải ý cậu là nếu mặc cái áo này vô sẽ trở thành siêu nhân đúng không cậu nói như vậy cũng không có gì là sai cho lắm biết ngay là nó mà cho mình chơi một chút xíu nha ê khoan đã nobita à không được mình chơi một chút xíu rồi sẽ trả lại liền mà không được không được cậu trả lại cho mình đi mình hứa không nổi giận đâu mình không trả lại đâu mình sẽ mặc nó vào để trở thành một anh hùng vĩ đại,No
67,segments_16k/PXiXBmCGUmA_00013590_00015834.wav,quá thất vọng mà nè jaian à mình khuyên cậu không nên dùng bảo bối đó thì sẽ tốt hơn đó hể tại sao là không tốt bởi vì mặc vào cũng không mạnh thêm chút nào đâu nhưng mà ít ra cũng phải bay được chứ đúng không thì cũng được nhưng có điều là phải có ai đó thổi cái còi yêu cầu giúp đỡ này thì cậu mới có thể bay đến nơi đó thôi cậu nói có thật không nếu đúng vậy thì mình phải thử một lần,No
68,segments_16k/PXiXBmCGUmA_00026944_00027164.wav,các cậu mà không chịu nhận là jaian sẽ nổi giận,Yes
69,segments_16k/PXiXBmCGUmA_00069822_00071500.wav,thật ra nhìn cậu cũng có chất đại hiệp thật vậy á hả nếu vậy cậu cho mình mượn bảo bối đi làm siêu anh hùng đi mình biết là cậu có mà nè doraemon cho mình mượn nha biết ngay cậu lúc nào cũng đòi hỏi trang phục siêu anh hùng cú mèo nhìn bộ đồ không ngầu chút xíu,No
70,segments_16k/UReBS6R_KQQ_00012016_00012408.wav,cậu có thể dùng gậy này để leo lên núi mà không cần gậy trượt,Yes
71,segments_16k/UReBS6R_KQQ_00060190_00060372.wav,cây gậy ở đây còn cậu ấy ở đâu,Yes
72,segments_16k/UReBS6R_KQQ_00069896_00070240.wav,một đợt kiểm tra có năm bài mà hết bốn cái trứng ngỗng rồi,Yes
73,segments_16k/UReBS6R_KQQ_00117578_00117824.wav,cậu sẽ điều khiển được thời gian nhanh chậm theo ý mình,Yes
74,segments_16k/UReBS6R_KQQ_00204784_00205117.wav,sao còn đứng đó nhanh lên mau ra khỏi chỗ này,Yes
75,segments_16k/J7aaBWmcCb4_00009004_00009244.wav,đơn giản vì không có bài tập về nhà,Yes
76,segments_16k/J7aaBWmcCb4_00036422_00036630.wav,chỉ cần xóa là được rồi mà,Yes
77,segments_16k/J7aaBWmcCb4_00041714_00041854.wav,nếu như mình giúp bạn ấy,Yes
78,segments_16k/J7aaBWmcCb4_00046324_00046568.wav,còn mình muốn có được chữ ký của gokune,Yes
79,segments_16k/J7aaBWmcCb4_00052198_00052354.wav,lật qua trang tiếp theo đi,Yes
80,segments_16k/J7aaBWmcCb4_00066394_00066578.wav,vậy thì mình sẽ trả lại như cũ,Yes
81,segments_16k/J7aaBWmcCb4_00072046_00072310.wav,và cả chữ kí của gokune nữa,Yes
82,segments_16k/J7aaBWmcCb4_00080270_00080470.wav,mình thật là hạnh phúc quá,Yes
83,segments_16k/J7aaBWmcCb4_00081868_00082008.wav,cứ mặc kệ bạn ấy đi,Yes
84,segments_16k/J7aaBWmcCb4_00083862_00084160.wav,máy thay đổi thời tiết,Yes
85,segments_16k/J7aaBWmcCb4_00100764_00101006.wav,tùy ý lựa chọn bất cứ thời tiết nào,Yes
86,segments_16k/J7aaBWmcCb4_00107783_00108002.wav,chắc sẽ giống như dự báo thời tiết thôi,Yes
87,segments_16k/J7aaBWmcCb4_00115546_00115696.wav,thì đừng khen mình mắc cỡ,Yes
88,segments_16k/J7aaBWmcCb4_00121622_00121764.wav,không đúng không đúng,Yes
89,segments_16k/7SqtTEJTP98_00003028_00003368.wav,tóm lại nó hơi giống với bảo bối giày bước vào trong truyện lần trước đó,Yes
90,segments_16k/7SqtTEJTP98_00003486_00003794.wav,nếu là truyện tranh thì cứ đặt nó vào trang mà cậu muốn vào là được,Yes
91,segments_16k/7SqtTEJTP98_00016626_00016832.wav,sau đó bảo bối sẽ tự tìm điểm ngứa và gãi,Yes
92,segments_16k/7SqtTEJTP98_00029130_00029294.wav,con xin chào cả nhà,Yes
93,segments_16k/7SqtTEJTP98_00033670_00033944.wav,cô bé lọ lem đã chui qua đường hầm cổ tích để tới nhà cậu,Yes
94,segments_16k/7SqtTEJTP98_00034254_00034560.wav,nếu như có nhân vật nào bước ra từ bảo bối đường hầm cổ tích này,Yes
95,segments_16k/7SqtTEJTP98_00034560_00034768.wav,thì cậu không thể nào dừng nó lại được đâu,Yes
96,segments_16k/7SqtTEJTP98_00035206_00035566.wav,cậu chỉ có thể tắt khi nào cô bé lọ lem trở về đúng thế giới của cô ấy mà thôi,Yes
97,segments_16k/7SqtTEJTP98_00070090_00070292.wav,chị có phải là cô bé lọ lem không,Yes
98,segments_16k/7SqtTEJTP98_00070292_00070526.wav,em và các bạn của em đang tìm chị nãy giờ,Yes
99,segments_16k/7SqtTEJTP98_00070694_00070956.wav,chiếc giày thủy tinh này có phải là của chị không dạ,Yes
100,segments_16k/7SqtTEJTP98_00077852_00078066.wav,cách duy nhất bây giờ là đi tìm hoàng tử,Yes
101,segments_16k/7SqtTEJTP98_00083924_00084072.wav,chắc sẽ được đi suối nước nóng,No
102,segments_16k/7SqtTEJTP98_00097786_00097938.wav,để mình nói cho là vậy nè,Yes
103,segments_16k/7SqtTEJTP98_00103266_00103624.wav,tụi mình chỉ còn cách duy nhất là đem cô bé lọ lem tới đây và thử giày thủy tinh một lần nữa thôi,Yes
104,segments_16k/7SqtTEJTP98_00110683_00110916.wav,thì có phải là chiếc này mà chị đã đánh rơi không,Yes
105,segments_16k/7SqtTEJTP98_00118433_00118635.wav,dạ xin chào mọi người,No
106,segments_16k/7SqtTEJTP98_00145854_00146102.wav,suneo ơi cậu đang ở đâu,Yes
107,segments_16k/7SqtTEJTP98_00167274_00167390.wav,cậu đi đâu mà bỏ,Yes
108,segments_16k/7SqtTEJTP98_00209002_00209498.wav,chỉ vì cậu không được đi siêu xe không có truyện tranh để đọc không được coi tivi nên mới như vậy,Yes
109,segments_16k/7SqtTEJTP98_00210508_00210844.wav,bảo bối dùng để thôi miên loa vô hồn,Yes
110,segments_16k/7SqtTEJTP98_00212121_00212356.wav,với bảo bố này không có gì là không thể,Yes
111,segments_16k/7SqtTEJTP98_00212456_00212669.wav,thử thôi miên cái gương này trước đi nha,Yes
112,segments_16k/7SqtTEJTP98_00214058_00214314.wav,giờ thì cậu có thể thoải mái ở đây coi tivi rồi ha,Yes
113,segments_16k/7SqtTEJTP98_00214538_00214852.wav,cậu còn có thể chuyển kênh bằng các nút xoay ở tay nắm ngăn kéo nữa đó,Yes
114,segments_16k/7SqtTEJTP98_00238608_00238734.wav,vậy tụi mình tới chỗ này đi,Yes
115,segments_16k/7SqtTEJTP98_00244326_00244458.wav,chuyện đó còn chưa chắc đâu,Yes
116,segments_16k/d1kPUyhazjU_00014919_00015363.wav,những bạn khác ở trong lớp kể lại nhiều chuyện lắm nè là ai viết vậy,No
117,segments_16k/d1kPUyhazjU_00023600_00025090.wav,bạn tiếp theo bài viết tiếp theo là một câu chuyện của bạn tên Techuja mình còn nhớ trước ngày đi học đầu tiên của mình ba đã kêu mình ngồi trước gương và tự cắt tóc cho mình đẹp trai hơn rồi đó hình như tóc bên trái hơi nhiều một chút,No
118,segments_16k/d1kPUyhazjU_00029222_00029410.wav,cái khuôn mặt con chim đáng ghét đó,Yes
119,segments_16k/d1kPUyhazjU_00033942_00034096.wav,hôm nay con được xách cặp mới,No
120,segments_16k/d1kPUyhazjU_00041612_00041948.wav,nếu như cậu không quậy phá thì mẹ đâu có gặp rắc rối,Yes
121,segments_16k/d1kPUyhazjU_00046414_00046694.wav,chúng ta tới đây để tìm cây hoa anh đào của jaian nói mà,Yes
122,segments_16k/d1kPUyhazjU_00088958_00089538.wav,mũi này tìm dấu vết của em ấy đi mình cũng muốn lắm chứ nhưng mà không được vì nước mưa đã làm trôi hết dấu vết,No
123,segments_16k/d1kPUyhazjU_00130856_00131190.wav,khiêng ra bãi rác đi hả đem hết đống đó ra bãi rác,No
124,segments_16k/d1kPUyhazjU_00138078_00138312.wav,thằng nhóc trên tay bà là cậu đó hả,Yes
125,segments_16k/d1kPUyhazjU_00146114_00146324.wav,nhưng mà bà có hiểu cổ máy thời gian không,Yes
126,segments_16k/d1kPUyhazjU_00159634_00159752.wav,nè nobita ơi,Yes
127,segments_16k/d1kPUyhazjU_00163366_00163486.wav,đúng vậy đúng vậy,Yes
128,segments_16k/d1kPUyhazjU_00170064_00170296.wav,còn bây giờ thì chỉ làm cho người ta bực mình không,Yes
129,segments_16k/d1kPUyhazjU_00186608_00186866.wav,họ sẽ không bao giờ tin những lời của cậu nói đâu,Yes
130,segments_16k/d1kPUyhazjU_00186866_00187048.wav,lúc nãy cậu đã gặp được bà rồi,Yes
131,segments_16k/d1kPUyhazjU_00199168_00199388.wav,thôi đi cậu đừng có giả bộ,Yes
132,segments_16k/d1kPUyhazjU_00284902_00285158.wav,đây chính là nhà của cậu vào ba mươi năm trước á,Yes
133,segments_16k/d1kPUyhazjU_00296688_00296884.wav,ghi nhận thì có gì khác nhau lắm đâu,Yes
134,segments_16k/d1kPUyhazjU_00301544_00301822.wav,thì ra cánh của nó đã bị gãy nên không thể gáy được,Yes
135,segments_16k/d1kPUyhazjU_00304456_00304598.wav,được rồi để mình làm,Yes
136,segments_16k/d1kPUyhazjU_00308604_00308752.wav,tuyệt vời lắm có đúng không,Yes
137,segments_16k/d1kPUyhazjU_00315726_00316004.wav,năm sau con của chúng sẽ nở ra từ những quả trứng đó,Yes
138,segments_16k/d1kPUyhazjU_00316184_00316360.wav,và tiếp tục đẻ trứng cho riêng mình,Yes
139,segments_16k/d1kPUyhazjU_00316486_00316702.wav,loài dế đã tồn tại tới ngày hôm nay,Yes
140,segments_16k/d1kPUyhazjU_00320660_00320830.wav,cảm ơn cậu rất nhiều,Yes
141,segments_16k/d1kPUyhazjU_00321912_00322140.wav,nếu cậu cho hỗn hợp đi kèm lên bông hoa này,Yes
142,segments_16k/d1kPUyhazjU_00322140_00322428.wav,nó sẽ phát ra thứ âm thanh tuyệt đẹp của mọi loại côn trùng,Yes
143,segments_16k/d1kPUyhazjU_00338482_00338618.wav,cậu cậu bị làm sao vậy,Yes
144,segments_16k/d1kPUyhazjU_00343972_00344166.wav,à mình thấy cậu bi quan quá rồi đó,Yes
145,segments_16k/d1kPUyhazjU_00348788_00349024.wav,nếu cậu nhớ hình dạng của vật đó thì sẽ được,Yes
146,segments_16k/d1kPUyhazjU_00349024_00349260.wav,nhưng cậu phải hứa không được quên học bài đó,Yes
147,segments_16k/d1kPUyhazjU_00354216_00354414.wav,mình không thèm quan tâm nữa đâu,Yes
148,segments_16k/JTQmO-TjfGY_00008232_00008468.wav,chỉ cần đội cái nón này lên đầu của bất cứ ai,Yes
149,segments_16k/JTQmO-TjfGY_00009126_00009292.wav,thì người đó cũng không thể cãi lời,Yes
150,segments_16k/JTQmO-TjfGY_00011010_00011204.wav,cậu có thể làm được những việc khác mà,Yes
151,segments_16k/JTQmO-TjfGY_00011696_00012010.wav,nón thôi miên này có chức năng làm cho nó nói chuyện được như con người,Yes
152,segments_16k/JTQmO-TjfGY_00017062_00017250.wav,tính tình của jaian đúng là xấu xa,Yes
153,segments_16k/JTQmO-TjfGY_00038466_00038598.wav,thiệt là mệt quá đi,Yes
154,segments_16k/JTQmO-TjfGY_00038598_00038900.wav,đi tìm jaian nãy giờ mà chẳng thấy bóng dáng ở đâu hết,Yes
155,segments_16k/IzdMuNI-zRA_00003026_00003222.wav,tóm lại nó hơi giống với bảo bối,Yes
156,segments_16k/IzdMuNI-zRA_00003486_00003792.wav,nếu là truyện tranh thì cứ đặt nó vào trang mà cậu muốn vào là được,Yes
157,segments_16k/IzdMuNI-zRA_00012796_00012968.wav,mình nghĩ chắc là nó ở đâu đây thôi,Yes
158,segments_16k/IzdMuNI-zRA_00016626_00016830.wav,sau đó bảo bối sẽ tự tìm điểm ngứa và gãi,Yes
159,segments_16k/IzdMuNI-zRA_00029132_00029295.wav,con xin chào cả nhà,Yes
160,segments_16k/IzdMuNI-zRA_00031230_00031516.wav,tại sao hai cậu xài đồ của mình mà không hỏi trước chứ,Yes
161,segments_16k/IzdMuNI-zRA_00034558_00034768.wav,thì cậu không thể nào dừng nó lại được đâu,Yes
162,segments_16k/IzdMuNI-zRA_00068568_00068778.wav,cô bé lọ lem đang ở phía bên kia bức tường,Yes
163,segments_16k/IzdMuNI-zRA_00070088_00070290.wav,chị có phải là cô bé lọ lem không,Yes
164,segments_16k/IzdMuNI-zRA_00070290_00070524.wav,em và các bạn của em đang tìm chị nãy giờ,Yes
165,segments_16k/IzdMuNI-zRA_00070692_00070956.wav,chiếc giày thủy tinh này có phải là của chị không dạ,Yes
166,segments_16k/IzdMuNI-zRA_00078204_00078460.wav,sau đó hoàng tử sẽ mang giày thủy tinh cho cô bé lọ lem,Yes
167,segments_16k/IzdMuNI-zRA_00083922_00084196.wav,chắc sẽ được đi xếp nước nóng nếu như mang vừa giày quá,No
168,segments_16k/IzdMuNI-zRA_00091136_00091438.wav,nói như vậy là em sẽ được xuất hiện trên tivi có đúng không,No
169,segments_16k/IzdMuNI-zRA_00096298_00096510.wav,cậu có thấy hoàng tử nào cưỡi ngựa đi ngang qua đây không,Yes
170,segments_16k/IzdMuNI-zRA_00103261_00103624.wav,tụi mình chỉ còn cách duy nhất là đem cô bé lọ lem tới đây và thử giày thủy tinh một lần nữa thôi,Yes
171,segments_16k/oPWKfkhyW0Q_00009208_00009960.wav,thiệt tình tay lái của cậu quá kém lát nữa mình sẽ quen thôi được rồi chờ mình một chút,No
172,segments_16k/oPWKfkhyW0Q_00043514_00043792.wav,chẳng phải là lúc nãy jaian đang đi chơi bóng chài hay sao,Yes
173,segments_16k/oPWKfkhyW0Q_00062994_00063278.wav,tôi là doraemon tôi đến đây là để cứu cô,Yes
174,segments_16k/oPWKfkhyW0Q_00099508_00099808.wav,quan trọng hơn hết là nó đang rơi rất nhanh,Yes
175,segments_16k/AHDOYVmJt9A_00060434_00060679.wav,hình như có chế độ điều chỉnh được loại quái vật,Yes
176,segments_16k/AHDOYVmJt9A_00087946_00088142.wav,cậu nói là cậu phải qua nhà shizuka mà,Yes
177,segments_16k/AHDOYVmJt9A_00088142_00088392.wav,bảo bối này sẽ giúp cậu tới nhà cậu ấy kịp giờ,Yes
178,segments_16k/AHDOYVmJt9A_00119609_00119856.wav,cậu biết rõ là mình không biết bơi rồi mà,No
179,segments_16k/AHDOYVmJt9A_00122733_00122954.wav,nhưng cậu cầm theo trái dưa chi dạ,Yes
180,segments_16k/AHDOYVmJt9A_00127688_00128008.wav,cậu đã sở hữu khả năng của các nhà vô địch nắm giữ kỷ lục thế giới,Yes
181,segments_16k/AHDOYVmJt9A_00148966_00149192.wav,được chong chóng tre nè nobita,Yes
182,segments_16k/99k-J4LVdfs_00022866_00023536.wav,khó khăn lắm mới được đi chơi cả ngày nếu để trời mưa thì thật tiếc không biết xài bảo bối nào thì được đây ta,Yes
183,segments_16k/99k-J4LVdfs_00029292_00030426.wav,thật tình là mình rất lo cho cậu đó chuông báo nguy cậu hãy cầm cái chuông này giùm mình nó là cái gì ạ nếu như cậu gặp chuyện gì đó khó khăn,No
184,segments_16k/99k-J4LVdfs_00060970_00061240.wav,là do mình không cẩn thận trước mà,Yes
185,segments_16k/99k-J4LVdfs_00078900_00079192.wav,a công nhận là ngày hôm nay được đi chơi thoải mái ghê,Yes
186,segments_16k/99k-J4LVdfs_00079458_00079598.wav,thì có tự lo cho mình được không,Yes
187,segments_16k/99k-J4LVdfs_00082734_00083106.wav,bây giờ mình chỉ có mong ước là mỗi ngày được nhìn thấy người ấy thôi,Yes
188,segments_16k/0l29xJY3sWw_00015010_00015372.wav,rồi bây giờ tụi mình sẽ cùng xây ngôi nhà bánh kẹo trên cái khay này nha,Yes
189,segments_16k/0l29xJY3sWw_00019992_00020196.wav,chúng ta sẽ làm cửa ra vào ở đây nha,Yes
190,segments_16k/0l29xJY3sWw_00051400_00052340.wav,ở đây chỉ có mình mình có thể chui lọt qua ống khói nhỏ đó thôi à vậy tất cả nhờ vào cậu nha để đó cho mình,No
191,segments_16k/0l29xJY3sWw_00081956_00082150.wav,máy thực hiện nguyện vọng,Yes
192,segments_16k/0l29xJY3sWw_00086734_00087082.wav,thôi đừng để anh cố ăn thử chứ không thì phí phạm lắm,Yes
193,segments_16k/0l29xJY3sWw_00087208_00087404.wav,mời cả nhà ăn bánh rán,Yes
194,segments_16k/0l29xJY3sWw_00117264_00117526.wav,ê đừng có tùy tiện lục túi của mình như vậy chứ,Yes
195,segments_16k/X3vxIRxMvik_00009054_00009178.wav,nhưng mà mình có cái này,Yes
196,segments_16k/X3vxIRxMvik_00010892_00011240.wav,cậu có thể điều khiển cho mọi thứ di chuyển theo đúng hướng mà cậu muốn,Yes
197,segments_16k/X3vxIRxMvik_00012100_00012454.wav,cậu có thể dùng gậy này để leo lên núi mà không cần gậy trượt tuyết,Yes
198,segments_16k/X3vxIRxMvik_00014144_00014391.wav,tiếp theo cậu bấm nút đỏ và chỉnh độ nghiêng,Yes
199,segments_16k/X3vxIRxMvik_00015290_00015541.wav,bởi vì nó đã thay đổi trọng lực của cậu,Yes
200,segments_16k/X3vxIRxMvik_00015541_00015822.wav,chỉ có ai cầm nó mới cảm nhận được sự thay đổi này,Yes
201,segments_16k/X3vxIRxMvik_00017430_00017714.wav,nhưng mà cái này chủ yếu được dùng khi trượt tuyết thôi,Yes
202,segments_16k/X3vxIRxMvik_00060202_00060384.wav,cây gậy ở đây còn cậu ấy đâu,Yes
203,segments_16k/X3vxIRxMvik_00069908_00070088.wav,một đợt kiểm tra có năm bài,Yes
204,segments_16k/X3vxIRxMvik_00117688_00117833.wav,thời gian nhanh chậm theo ý mình,Yes
205,segments_16k/X3vxIRxMvik_00119124_00119324.wav,vậy cậu sẽ có thể học được nhiều bài hơn,Yes
206,segments_16k/X3vxIRxMvik_00124198_00124440.wav,hay là đóng khung treo nó lên tường nha,Yes
207,segments_16k/m_Aa3e17bC8_00067956_00068276.wav,giọng hát chết người của jaian,Yes
208,segments_16k/m_Aa3e17bC8_00074290_00076150.wav,còn tệ hơn mọi ngày mình cảm thấy tội nghiệp shizuka và suneo quá tụi mình mau tìm đường tắt đi đi đường đó có công trình đang thi công mà còn nếu chọn đường vòng thì xa lắm á vậy giờ chúng ta làm sao đây không còn cách nào khác cứ nhắm mắt mà chạy thôi mọi người nghe tôi hát đây nè,No
209,segments_16k/m_Aa3e17bC8_00156006_00156250.wav,chỉ cần chúng ta biến lời nói dối đó trở thành sự thật,Yes
210,segments_16k/m_Aa3e17bC8_00170308_00170702.wav,nếu jaian không có ý định giải nghệ thì có lẽ trên đời này không ai có thể ép được,Yes
211,segments_16k/m_Aa3e17bC8_00180654_00180944.wav,nếu vậy thì chúng ta hãy dùng micro khuếch đại,Yes
212,segments_16k/m_Aa3e17bC8_00180944_00181266.wav,nếu như chúng ta dùng cái micro khuếch đại này trong suốt buổi biểu diễn,Yes
213,segments_16k/m_Aa3e17bC8_00181266_00181622.wav,thì những tiếng vỗ tay thưa thớt cũng sẽ trở nên to hơn và dồn dập hơn,Yes
214,segments_16k/m_Aa3e17bC8_00185104_00185360.wav,đại diện mọi người chúc mừng cậu sinh nhật vui vẻ,Yes
215,segments_16k/m_Aa3e17bC8_00192402_00192772.wav,mọi người đã phải chịu cực hình tra tấn trong suốt hai tiếng ba mươi phút rồi,Yes
216,segments_16k/m_Aa3e17bC8_00197294_00197570.wav,jaian được rồi được rồi mọi người hãy bình tĩnh một phút,No
217,segments_16k/m_Aa3e17bC8_00197570_00197782.wav,tôi sẽ thuyết phục cậu ấy tuyên bố giải nghệ,Yes
218,segments_16k/m_Aa3e17bC8_00205042_00205369.wav,ờ mình cũng có linh cảm chuyện gì đó xấu lắm sắp xảy ra,Yes
219,segments_16k/m_Aa3e17bC8_00207342_00207732.wav,chương trình ăn tối đáng sợ của jaian,Yes
