filename,duration,whisper_transcripts,distance,transcripts,audio_path
fPJbpckRkgI_00136926_00137088,1.62, Cậu có thể nhảy cao hơn mấy nhà luôn,0.48041057571402596,cậu có thể nhảy cao hơn mấy nhà luôn,segments_16k/fPJbpckRkgI_00136926_00137088.wav
fPJbpckRkgI_00139706_00139858,1.52, Cái này là nhẫn thuật đó nha,0.49740596813797866,cái này là nhẫn thuật đó nha,segments_16k/fPJbpckRkgI_00139706_00139858.wav
fPJbpckRkgI_00143336_00143534,1.98, Đó chính là hạt giống cây robot đó,0.5017815261540061,đó chính là hạt giống cây robot,segments_16k/fPJbpckRkgI_00143336_00143534.wav
fPJbpckRkgI_00144548_00144790,2.42, Cậu còn phải tập trung liên tục nhảy qua cây,0.5033202103659042,có cần phải tập trung liên tục nhảy qua cây,segments_16k/fPJbpckRkgI_00144548_00144790.wav
fPJbpckRkgI_00145018_00145336,3.18, Đến một ngày cậu sẽ thấy mình có thể nhảy cao đến mức kinh ngạc,0.4724387408403096,đến một ngày con sẽ thấy mình có thể nhảy cao đến mức kinh ngạc,segments_16k/fPJbpckRkgI_00145018_00145336.wav
fPJbpckRkgI_00145396_00145688,2.9200625, Cậu có thể điều chỉnh thời gian phát triển của cây bằng nấm xoay này,0.48169799375724554,cậu có thể điều chỉnh thời gian phát triển của cây bằng đốm xoay này,segments_16k/fPJbpckRkgI_00145396_00145688.wav
fPJbpckRkgI_00146196_00146488,2.92, Cậu lại tiếp tục muốn thử chơi chơi bảo bó của mình chứ vậy,0.48130270758946236,lại tiếp tục muốn thử chơi chơi bảo bối của mình chứ,segments_16k/fPJbpckRkgI_00146196_00146488.wav
fPJbpckRkgI_00153010_00153232,2.22, Cậu đã nói rèn luyện như thế nào cũng chịu mà,0.49911842018494446,cậu đã nói rèn luyện như thế nào cũng chịu mà,segments_16k/fPJbpckRkgI_00153010_00153232.wav
fPJbpckRkgI_00162410_00162680,2.7, Nếu ngậm cái này vào miệng rồi tập trung tâm trí,0.4789754580735049,nếu ngậm cái này vào miệng rồi tập trung tâm trí,segments_16k/fPJbpckRkgI_00162410_00162680.wav
fPJbpckRkgI_00194624_00194942,3.18, Bây giờ cậu hãy lên lít trên tất cả những việc mà cậu muốn làm trước đã,0.44908876251315183,bây giờ cậu hãy lên lịch trình tất cả những việc mà cậu muốn làm trước đã,segments_16k/fPJbpckRkgI_00194624_00194942.wav
fPJbpckRkgI_00194942_00195188,2.46," Bây giờ bắt đầu, bây giờ kết thúc, bây giờ nghỉ ngơi",0.47962132975609795,mấy giờ bắt đầu mấy giờ kết thúc mấy giờ nghỉ ngơi,segments_16k/fPJbpckRkgI_00194942_00195188.wav
fPJbpckRkgI_00198696_00198994,2.98, Hãy ghi vô là học từ 2h30 đến 4h30 nhanh lên,0.45354468238249007,hãy ghi là học từ hai giờ ba mươi đến bốn giờ ba mươi nhanh,segments_16k/fPJbpckRkgI_00198696_00198994.wav
fPJbpckRkgI_00202262_00202480,2.18, Viết xong rồi thì cậu mau bỏ vô đó đi,0.4765551017027371,viết xong rồi thì cậu mới bỏ vô đó đi,segments_16k/fPJbpckRkgI_00202262_00202480.wav
fPJbpckRkgI_00203320_00203564,2.44, Cậu phải để dọc như vậy nè,0.49597649957893264,cậu phải để dọc như vầy nè,segments_16k/fPJbpckRkgI_00203320_00203564.wav
fPJbpckRkgI_00205766_00206042,2.7600625," Cậu nhận rồi đó, người phải học là Nobita đây nè",0.5054100929816527,chọn nhầm rồi đó phải học là nô bi ta đây nè,segments_16k/fPJbpckRkgI_00205766_00206042.wav
fPJbpckRkgI_00206452_00206814,3.6199375, Người nào bỏ tấm thể lịch trình vào thì người đó phải làm theo đúng lịch trình,0.4745726232790081,người nào bỏ tâm thể lịch trình vào thì người đó mới làm cho đúng lịch,segments_16k/fPJbpckRkgI_00206452_00206814.wav
fPJbpckRkgI_00213284_00213478,1.94, Nhưng mà vẫn phải đi theo đúng lịch trình,0.5020274504267626,nhưng mà vẫn phải đi theo đúng lịch trạm,segments_16k/fPJbpckRkgI_00213284_00213478.wav
fPJbpckRkgI_00219662_00219898,2.36, Hay là mình chuyển qua chơi cái khác có được không,0.5041820722825407,hay là mình chuyển qua chơi cái khác có được không,segments_16k/fPJbpckRkgI_00219662_00219898.wav
fPJbpckRkgI_00222758_00222980,2.22," Vậy chứ, một người cũng tự chơi được sao",0.4989862607316112,về cho một người cũng tự chơi đường,segments_16k/fPJbpckRkgI_00222758_00222980.wav
fPJbpckRkgI_00227206_00227366,1.6, Có tốt trời này dùm cái này,0.47331806902925516,chúc cho thầy giùm cái,segments_16k/fPJbpckRkgI_00227206_00227366.wav
fPJbpckRkgI_00235676_00236086,4.1000625, Mình chắc chắn là cái đồng hồ lịch trình đó sẽ không bao giờ quay trở lại đây nữa đâu,0.48943420296380913,mà chắc chắn là cái đồng hồ lịch trình nó sẽ không bao giờ quay trở lại đây nữa,segments_16k/fPJbpckRkgI_00235676_00236086.wav
fPJbpckRkgI_00246373_00246556,1.82, Và cái đồng hồ đó đó,0.4912443692607542,dạ và cái đồng bộ đó,segments_16k/fPJbpckRkgI_00246373_00246556.wav
dVMcs8oqDOU_00013572_00013797,2.26, Sineo đến thảm mỹ diễn!,0.49342562906996473,đến thẩm mỹ viện,segments_16k/dVMcs8oqDOU_00013572_00013797.wav
dVMcs8oqDOU_00041662_00041840,1.78, Lại bị ai đó bắt nạt nữa có đúng không?,0.47850895165185775,là bị ai đó bắt nạt đó có đúng không,segments_16k/dVMcs8oqDOU_00041662_00041840.wav
dVMcs8oqDOU_00041934_00042022,0.88, Mau nói cho mình biết đi!,0.49765225562468013,mà đây cho mình biết,segments_16k/dVMcs8oqDOU_00041934_00042022.wav
dVMcs8oqDOU_00042754_00042964,2.1, Thân gió bắt và thân mặt trời!,0.5003521690193025,thần gió bắc và thần mặt trời,segments_16k/dVMcs8oqDOU_00042754_00042964.wav
dVMcs8oqDOU_00043040_00043332,2.92, Hai bảo bối này cũng giống như trong truyện gió bắt và mặt trời!,0.4554702061295304,hai bảo bố này cũng giống như trong truyện gió bắc và mặt trời,segments_16k/dVMcs8oqDOU_00043040_00043332.wav
dVMcs8oqDOU_00043346_00043644,2.98, Nó có thể làm cho đối phương tự cởi bỏ trang phục mà họ đang mặc!,0.4585246214444517,nó có thể làm cho đối phương tự cởi bỏ trang phục mà họ đang mặc,segments_16k/dVMcs8oqDOU_00043346_00043644.wav
dVMcs8oqDOU_00044010_00044222,2.12, Cậu cứ dùng cái này để đối phó với Sunio đi!,0.47157949111868763,cậu cứ dùng cái này để đối phó với ne,segments_16k/dVMcs8oqDOU_00044010_00044222.wav
dVMcs8oqDOU_00055272_00055490,2.18, Bây giờ chúng tôi không thể dừng lại được thôi chủ nhân!,0.49872795341288406,bây giờ chúng tôi không thể dừng lại được thôi,segments_16k/dVMcs8oqDOU_00055272_00055490.wav
dVMcs8oqDOU_00055836_00056136,3.0, Nếu như chưa hoàn thành nhiệm vụ thì bọn chúng sẽ không dừng lại được đâu Nobita!,0.45937799935748264,nếu như chưa hoàn thành nhiệm vụ thì bọn chúng sẽ không dừng lại được đâu,segments_16k/dVMcs8oqDOU_00055836_00056136.wav
5g6RymU3RiA_00038782_00038884,1.02, Chứ còn gì nữa,0.5084085696857477,chứ còn vầy nợ,segments_16k/5g6RymU3RiA_00038782_00038884.wav
5g6RymU3RiA_00041902_00042118,2.16, Như vậy vẫn chưa hết đâu nha,0.5071161220748531,như vậy vẫn chưa hết đâu nha,segments_16k/5g6RymU3RiA_00041902_00042118.wav
5g6RymU3RiA_00042180_00042410,2.3," Người ngoài hành tinh, ERC",0.5090671865324872,rồi ngoài hành tin e rờ,segments_16k/5g6RymU3RiA_00042180_00042410.wav
5g6RymU3RiA_00062267_00062386,1.18, Nhìn họ mắc cười quá,0.48740821955400987,nhìn họ mắc cười,segments_16k/5g6RymU3RiA_00062267_00062386.wav
5g6RymU3RiA_00080954_00081188,2.34, Do xã hội phát triển nên nó mới suy tàn,0.5088045266055565,do xã hội phát triển nên nó mới suy tàn,segments_16k/5g6RymU3RiA_00080954_00081188.wav
5g6RymU3RiA_00081338_00081880,5.42, Đúng là Tanuki có năng lực phát ra một loại sóng âm đặc biệt và thần giao cách cảm khi gặp nguy hiểm,0.46657739525580433,đúng là ta đôi khi có năng lực phát ra một loại sống âm đặc biệt là thần giao cách cảm khi gặp nguy hiểm,segments_16k/5g6RymU3RiA_00081338_00081880.wav
5g6RymU3RiA_00082094_00082520,4.2599375, Họ sẽ nhìn thấy những thứ rất đáng sợ không tồn tại và quảng sợ bỏ chạy,0.4349117722544036,họ sẽ nhìn thấy những thứ rất đáng sợ không tồn tại và hoảng sợ bỏ chạy,segments_16k/5g6RymU3RiA_00082094_00082520.wav
5g6RymU3RiA_00083592_00083998,4.06, Thật ra các nhà khoa học trong tương lai đã thực hiện những thí nghiệm tương tự như vậy,0.4558518856609078,thật ra các nhà khoa học trong tương lai đã thực hiện những thí nghiệm tương tự như vậy,segments_16k/5g6RymU3RiA_00083592_00083998.wav
5g6RymU3RiA_00084374_00084576,2.02, Khi cậu để chiếc lá này lên đầu,0.4514205782270876,thế cậu để chiếc lá này lên đầu,segments_16k/5g6RymU3RiA_00084374_00084576.wav
5g6RymU3RiA_00084576_00084892,3.16, Cậu sẽ có thể truyền sóng thật giao cách cảm để bỏ buồn người khác,0.46509363012536925,cậu sẽ có thể truyền sống thật giao cách cảm để bỏ buồn người khác,segments_16k/5g6RymU3RiA_00084576_00084892.wav
5g6RymU3RiA_00087278_00087536,2.58, Không phải chỉ có Tanuki mới dùng được thôi đâu nha,0.4236345469866283,không phải chỉ có ta no ki mới dùng được thôi đâu nha,segments_16k/5g6RymU3RiA_00087278_00087536.wav
5g6RymU3RiA_00089062_00089342,2.8, Cậu dùng cho Bero không hiệu quả là đúng rồi,0.47857007792441375,chọn dùng cho ero không hiệu quả là đúng rồi,segments_16k/5g6RymU3RiA_00089062_00089342.wav
5g6RymU3RiA_00089770_00090178,4.08, Còn chú chó hạnh phúc như Bero thì không cần phải bỏ buồn người khác làm gì,0.46446327194552295,còn chú cho hạnh phúc như be ro thì không cần phải bỏ buồn người khác làm vợ,segments_16k/5g6RymU3RiA_00089770_00090178.wav
5g6RymU3RiA_00097386_00097606,2.2, Chủ nhân gì mà xấu tinh quá trời luôn,0.48579710349157895,chủ nhân kia mà sao tin quá trời luôn,segments_16k/5g6RymU3RiA_00097386_00097606.wav
5g6RymU3RiA_00098326_00098520,1.94, Tụi mình sẽ không làm gì cậu đâu mà,0.48358652077085573,tụi mình sẽ không làm gì cậu đâu mà,segments_16k/5g6RymU3RiA_00098326_00098520.wav
BLYVLNwEiNQ_00002768_00003028,2.6000625, Các cậu cầm trên tay được gọi là đường hầm cổ tích đó,0.4230393500280615,các cậu cầm trên tay được gọi là đường hầm cổ tết,segments_16k/BLYVLNwEiNQ_00002768_00003028.wav
BLYVLNwEiNQ_00003028_00003210,1.82, Tóm lại nó hơi giống với bảo bối,0.4593454861022819,tóm lại nó hơi giống với bảo bố,segments_16k/BLYVLNwEiNQ_00003028_00003210.wav
BLYVLNwEiNQ_00003488_00003794,3.06, Nếu là truyện tranh thì cứ đặt nó vào trang mà cậu muốn vào là được,0.4263920001097458,nên là truyện tranh thì cứ đặt nó vào trang mà cậu muốn giao lại được,segments_16k/BLYVLNwEiNQ_00003488_00003794.wav
BLYVLNwEiNQ_00012800_00012968,1.68, Mình nghĩ chắc là nó ở đâu đây thôi,0.5083095922939868,mình nghĩ chắc là nó ở đâu đây,segments_16k/BLYVLNwEiNQ_00012800_00012968.wav
BLYVLNwEiNQ_00015980_00016212,2.32, Mày có biết tao tìm mày nãy giờ không,0.5098458735881184,mày có biết tao tìm mày nãy giờ không,segments_16k/BLYVLNwEiNQ_00015980_00016212.wav
BLYVLNwEiNQ_00016628_00016834,2.06, Sau đó bảo bối sẽ tự tìm điểm ngứa và gãi,0.49586020015448795,sau đó bạn tự tìm điểm hơi già gãi,segments_16k/BLYVLNwEiNQ_00016628_00016834.wav
BLYVLNwEiNQ_00029138_00029295,1.58, Con xin chào cả nhà,0.5064874620598045,con xin chào cả nhà,segments_16k/BLYVLNwEiNQ_00029138_00029295.wav
BLYVLNwEiNQ_00034560_00034770,2.1, Thì cậu không thể nào dừng nó lại được đâu,0.48366649667732686,thì cậu không thể nào dừng nó lại được đâu,segments_16k/BLYVLNwEiNQ_00034560_00034770.wav
BLYVLNwEiNQ_00035206_00035566,3.6, Cậu chỉ có thể tắt khi nào cô bé lợi lem trở về đúng thế giới của cô ấy mà thôi,0.496860518526775,cậu chỉ có thể tắt khi nào cô bé lại đem trở về đúng thế giới của cô ấy mà,segments_16k/BLYVLNwEiNQ_00035206_00035566.wav
BLYVLNwEiNQ_00070090_00070294,2.04, Chị có phải là cô bé lò lem không,0.4860870087366725,chị có phải là cô bé là lem không,segments_16k/BLYVLNwEiNQ_00070090_00070294.wav
BLYVLNwEiNQ_00070696_00070956,2.6, Chiếc giày thủy tinh này có phải là của chị không dạ,0.49487971042057466,chiếc giày thủy tinh này có phải là của chị không dạ,segments_16k/BLYVLNwEiNQ_00070696_00070956.wav
BLYVLNwEiNQ_00091138_00091440,3.02, Nói như vậy là em sẽ được xuất hiện trên TV có đúng không,0.4891691389740732,nói như vậy là em sẽ được xuất hiện trên tivi có đúng không,segments_16k/BLYVLNwEiNQ_00091138_00091440.wav
BLYVLNwEiNQ_00091986_00092206,2.2, Em tên Goda Chai Cô,0.4955589990417998,em tên đạt trai có,segments_16k/BLYVLNwEiNQ_00091986_00092206.wav
BLYVLNwEiNQ_00097794_00097944,1.5000625, Để mình nói cho là vậy nè,0.49761052438939546,để mình nói cho là vậy nè,segments_16k/BLYVLNwEiNQ_00097794_00097944.wav
BLYVLNwEiNQ_00100698_00100910,2.12, Chúng ta hãy mau bắt đầu giải cứu Chai Cô đi,0.4891233186848934,chúng ta hãy bắt đầu giải cứu ha cô,segments_16k/BLYVLNwEiNQ_00100698_00100910.wav
BLYVLNwEiNQ_00103264_00103628,3.64, Tụi mình chỉ còn cách duy nhất là đem cô bé lại em tới đây và thử dạy tự tin một lần nữa thôi,0.4915275081685469,tụi mình chỉ còn cách duy nhất là đem cô bé lại lên tới đây và thử dậy để tin một lần nữa,segments_16k/BLYVLNwEiNQ_00103264_00103628.wav
BLYVLNwEiNQ_00110685_00110920,2.34, Có phải là chiếc này mà chị đã đánh đời không,0.49410453981036695,thì có phải là chiếc này mà chị đã đánh đời không,segments_16k/BLYVLNwEiNQ_00110685_00110920.wav
BLYVLNwEiNQ_00134372_00134574,2.02, Mình đã hét vào mặt của Sino như vậy,0.4968892887441753,mình đã hết cho mặt của su no như vậy,segments_16k/BLYVLNwEiNQ_00134372_00134574.wav
BLYVLNwEiNQ_00134766_00134936,1.7, Chỉ vì bánh ráng mà phản bội bạn bè đâu,0.49711457108335116,cái gì bánh ráng mà bạn bạn bè,segments_16k/BLYVLNwEiNQ_00134766_00134936.wav
BLYVLNwEiNQ_00136034_00136264,2.3, Nhưng lúc đó cậu nói là mình có thể ăn mà,0.4694794998723593,nhưng lúc đó chị nói là mình có thể ăn,segments_16k/BLYVLNwEiNQ_00136034_00136264.wav
BLYVLNwEiNQ_00145890_00146132,2.42, Xeo Neo ơi cậu đang ở đâu,0.47465080038237295,chỗ cậu đang ở,segments_16k/BLYVLNwEiNQ_00145890_00146132.wav
BLYVLNwEiNQ_00165344_00165504,1.6, Hay là ở trong cái chuông ta,0.49041600204738667,hay là ở trong cái chuông ta,segments_16k/BLYVLNwEiNQ_00165344_00165504.wav
BLYVLNwEiNQ_00167306_00167422,1.16, Cậu đi đâu mà bỏ,0.46828351513600075,cháu đi chơi hả mẹ,segments_16k/BLYVLNwEiNQ_00167306_00167422.wav
BLYVLNwEiNQ_00169640_00169790,1.5, Anh đó bị ta à,0.4887869655662063,a bê ta,segments_16k/BLYVLNwEiNQ_00169640_00169790.wav
BLYVLNwEiNQ_00194274_00194576,3.02, Doraemon đã đua xe bằng máy hút bội,0.4876429914531997,đã đưa xe bằng máy hốc,segments_16k/BLYVLNwEiNQ_00194274_00194576.wav
BLYVLNwEiNQ_00209064_00209528,4.6400625," Chỉ vì cậu không được đi siêu xe, không có truyện tranh để đọc, không được coi tivi nên mới như vậy.",0.4965698694418159,chỉ vì cậu không được đi siêu xe không có truyện tranh để đọc không được coi tivi nên mới như vậy,segments_16k/BLYVLNwEiNQ_00209064_00209528.wav
BLYVLNwEiNQ_00212156_00212386,2.3," Dế bảo bối này, không có gì là không thể.",0.48422385956376024,với bảo bố này không có gì là không,segments_16k/BLYVLNwEiNQ_00212156_00212386.wav
BLYVLNwEiNQ_00212482_00212700,2.18, Thử thôi miên cái gương này trước đi nha.,0.485763606147646,thử thôi miên cái gương này trước đi nha,segments_16k/BLYVLNwEiNQ_00212482_00212700.wav
BLYVLNwEiNQ_00214100_00214342,2.42, Giờ thì cậu có thể thoải mái ở đây coi tivi rồi ha.,0.45959397942580665,giờ thì cậu có thể thoải mái ở đây coi tivi rồi ha,segments_16k/BLYVLNwEiNQ_00214100_00214342.wav
BLYVLNwEiNQ_00214544_00214884,3.4, Cậu còn có thể chuyển kênh bằng các nút xoay ở tay nắm ngăn keo nữa đó.,0.4656680851797344,cậu còn có thể chuyển kênh bằng các nút xoay tay nắm ngăn kéo nữa,segments_16k/BLYVLNwEiNQ_00214544_00214884.wav
BLYVLNwEiNQ_00238619_00238767,1.48, Vậy tụi mình tới chỗ này đi,0.4793147397830206,giờ tụi mình tới chỗ này đi,segments_16k/BLYVLNwEiNQ_00238619_00238767.wav
BLYVLNwEiNQ_00244352_00244488,1.36, Chuyện đó còn chưa chắc đâu,0.4887297653419985,chuyện đó còn chưa chắc đâu,segments_16k/BLYVLNwEiNQ_00244352_00244488.wav
BLYVLNwEiNQ_00265666_00265882,2.16, Lưỡi câu gia tăng kích thước,0.4789303842310533,nói câu gia tăng chất,segments_16k/BLYVLNwEiNQ_00265666_00265882.wav
BLYVLNwEiNQ_00266144_00266304,1.6, Của những thứ mà cậu đã câu được đó,0.48124827890803573,của những thứ mà cậu đã câu được đó,segments_16k/BLYVLNwEiNQ_00266144_00266304.wav
BLYVLNwEiNQ_00269534_00269764,2.3, Sau đó dùng cái này để in hình của cá,0.5043652974534018,sau đó dùng cái này để in hình của ca,segments_16k/BLYVLNwEiNQ_00269534_00269764.wav
BLYVLNwEiNQ_00269764_00270052,2.88, Bảo bối giấy in hình cá siêu cấp tóc,0.4864000607426025,bảo bối giấy in hình ca siêu cắt tóc,segments_16k/BLYVLNwEiNQ_00269764_00270052.wav
BLYVLNwEiNQ_00270168_00270410,2.42, Bây giờ đưa nó lên đây để mình chụp cho,0.5072062656608556,bây giờ đưa nó lên đây để mình chụp cho,segments_16k/BLYVLNwEiNQ_00270168_00270410.wav
BLYVLNwEiNQ_00271084_00271394,3.1, Tiếp theo gỡ móc câu ra để nó trở lại kích thước cũ,0.4892109840306845,tiếp theo gỡ bóc câu ra để nó trở lại kết thơ cũ,segments_16k/BLYVLNwEiNQ_00271084_00271394.wav
BLYVLNwEiNQ_00285172_00285366,1.94, Thủy quái đầu trọc,0.4977141467410321,quấy quá đầu trọc,segments_16k/BLYVLNwEiNQ_00285172_00285366.wav
BLYVLNwEiNQ_00291052_00291344,2.92, Hay là để mình đổi móc câu gia tăng kích thước cho ba coi sao,0.5031486746821348,hay là để mình đổi móc câu gia tăng kích thước cho ba coi sao,segments_16k/BLYVLNwEiNQ_00291052_00291344.wav
BLYVLNwEiNQ_00301464_00301742,2.78, Không hiểu sao ở dưới nước tay của mình trơn quá trời luôn,0.44847678363246896,không hiểu sao ở dưới nước tay của mình trơn quá trời luôn,segments_16k/BLYVLNwEiNQ_00301464_00301742.wav
BLYVLNwEiNQ_00302852_00303028,1.76, Nobita mau kiếm con cá lại đây,0.47709602228356557,nó bên tao kiếm con trả lại,segments_16k/BLYVLNwEiNQ_00302852_00303028.wav
BLYVLNwEiNQ_00318572_00318758,1.86, Cậu có thấy cái móc cầu ở đầu hộng,0.4895594297187675,đâu có thấy cái móc cầu ở đầu,segments_16k/BLYVLNwEiNQ_00318572_00318758.wav
BLYVLNwEiNQ_00327568_00327796,2.28, Cậu có thấy Nobita ở đâu không vậy,0.506970250856315,chả có thấy đâu cô nhở,segments_16k/BLYVLNwEiNQ_00327568_00327796.wav
BLYVLNwEiNQ_00330720_00330950,2.3, Trước hết chúng ta phải làm xong công việc của cậu đi,0.4779158078323695,trước hết chúng ta phải làm xong công việc của cậu đi,segments_16k/BLYVLNwEiNQ_00330720_00330950.wav
BLYVLNwEiNQ_00332394_00333430,10.36, Chỗ này nó đã được robux,0.5038124539944845,một chút xíu nữa chút xíu nữa được rồi không phải đâu cái nhà này biến thành một con rô,segments_16k/BLYVLNwEiNQ_00332394_00333430.wav
BLYVLNwEiNQ_00335774_00336162,3.88," Không có gì đâu, nhưng mà chỗ này có vẻ hơi bừa bộn một chút xíu",0.44448213278571047,không có gì đâu nhưng mà chỗ này có vẻ hơi bừa bộn một chút xíu,segments_16k/BLYVLNwEiNQ_00335774_00336162.wav
BLYVLNwEiNQ_00355192_00355434,2.42, Cậu đúng là ngôi nhà có một không hai luôn,0.499700861539681,đúng là người nhà có một không hai,segments_16k/BLYVLNwEiNQ_00355192_00355434.wav
BLYVLNwEiNQ_00372086_00372266,1.8, Mình nghĩ chắc là được rồi,0.5098049773979227,mình nghĩ chắc là được rồi,segments_16k/BLYVLNwEiNQ_00372086_00372266.wav
BLYVLNwEiNQ_00390234_00390458,2.24, Màu nói cho mình biết chuyện gì xảy ra đi,0.49767484562422304,hôm nào nói cho mình biết chuyện gì xảy ra,segments_16k/BLYVLNwEiNQ_00390234_00390458.wav
BLYVLNwEiNQ_00391542_00391800,2.58, Hay là Shizuka đã từ chối vì cậu rồi,0.48753771311333094,hay là su ca đã từ chối về cậu rồi,segments_16k/BLYVLNwEiNQ_00391542_00391800.wav
BLYVLNwEiNQ_00392642_00392884,2.42, Cậu nói gì mình không hiểu gì hết trơn à,0.5018229410880741,cô nói gì mình không hiểu gì hết trơn,segments_16k/BLYVLNwEiNQ_00392642_00392884.wav
BLYVLNwEiNQ_00404242_00404394,1.52, À mình có ý này nè,0.4971302456121795,à mặc kệ với mày nè,segments_16k/BLYVLNwEiNQ_00404242_00404394.wav
BLYVLNwEiNQ_00418962_00419232,2.6999375," Hả, cậu đã sử dụng điểm pin lột da sao",0.501953052560073,hả cậu đã sử dụng niềm min lột da ra,segments_16k/BLYVLNwEiNQ_00418962_00419232.wav
BLYVLNwEiNQ_00447778_00448092,3.14, Theo mình nghĩ chắc là đã làm quề với nha rồi đó,0.47812195393634854,theo mình nghĩ chắc là đã làm huề với nhau rồi đó,segments_16k/BLYVLNwEiNQ_00447778_00448092.wav
BLYVLNwEiNQ_00456135_00456358,2.22, Nhưng mà em tính đi dạo ở đâu mới được chứ,0.47051531022130966,nhưng mà em tính đi giờ đâu có được đâu,segments_16k/BLYVLNwEiNQ_00456135_00456358.wav
BLYVLNwEiNQ_00457838_00458193,3.56, Với lại mình cảm thấy dạo này Dora My muốn giấu mình chuyện gì hay sao á,0.448442055247355,với lại mình cảm thấy dạo này đưa ra mê muốn giấu mình chuyện gì hay sao,segments_16k/BLYVLNwEiNQ_00457838_00458193.wav
BLYVLNwEiNQ_00462224_00462452,2.28, Đây là nhà của Sunoo mà ta,0.5002434026754009,đây là nhà của sino mà ta,segments_16k/BLYVLNwEiNQ_00462224_00462452.wav
BLYVLNwEiNQ_00473170_00473366,1.96, Có khi nào cảm giác đó chính là yêu,0.506074925862844,có khi nào cảm giác đó chính là,segments_16k/BLYVLNwEiNQ_00473170_00473366.wav
BLYVLNwEiNQ_00491666_00491785,1.2, Không phải như vậy,0.49028672973537385,thì không phải chứ giờ,segments_16k/BLYVLNwEiNQ_00491666_00491785.wav
BLYVLNwEiNQ_00492210_00492446,2.36, Đã vậy còn là định mệnh của nhau cái gì chứ,0.49314292195692583,đã vậy còn là định bệnh của nhau cái về,segments_16k/BLYVLNwEiNQ_00492210_00492446.wav
